temporada,episodio,nombre_episodio,frase,personaje
1,14," Zip, Zip, Zip", I'll inappropriately text you during. Bye.,Victoria
1,14," Zip, Zip, Zip", Bye.,Ted
1,14," Zip, Zip, Zip", Two days straight?!,Marshall
1,14," Zip, Zip, Zip"," Wow, your room must smell like a monkey cage!",Lily
1,14," Zip, Zip, Zip"," Come on, give us a number. Lily guessed eight, but I know my boy got to double digits.",Marshall
1,14," Zip, Zip, Zip", Zero.,Ted
1,14," Zip, Zip, Zip", What?,Marshall
1,14," Zip, Zip, Zip", What?,Lily
1,14," Zip, Zip, Zip"," Guys, we just met. And we both screwed up relationships in the past by jumping in too quick, so we talked about it, and we decided to take this one slow.",Ted
1,14," Zip, Zip, Zip", Her idea.,Marshall
1,14," Zip, Zip, Zip"," Totally her idea! But, I don't know, I'm really into this girl, and if going slow is what it takes to make this happen, I say bring it on.",Ted
1,14," Zip, Zip, Zip", I don't feel so good. t's like my testicles mixed pop rocks and soda.,Ted
1,14," Zip, Zip, Zip", I can't believe she's making you wait a whole month. I would never put up with that.,Marshall
1,14," Zip, Zip, Zip", You've only had s*x with one girl in your whole life.,Ted
1,14," Zip, Zip, Zip", Burn!,Lily
1,14," Zip, Zip, Zip"," Ted, the only reason to wait a month for s*x is if the girl is 17 years, 11 months old.",Barney
1,14," Zip, Zip, Zip"," Oh, I can't, I'm taking Victoria out for dinner.",Ted
1,14," Zip, Zip, Zip"," No, no, we can't, it's our nine-year anniversary.",Lily
1,14," Zip, Zip, Zip"," Wow, nine years? Your relationship's a fourth grader. Congrats.",Robin
1,14," Zip, Zip, Zip", Thanks. We're going to the Berkshires for the maple syrup harvest.,Lily
1,14," Zip, Zip, Zip"," It's one of New York Magazine's ""Top five romantic getaways on a budget."" Who says sexual can't be sensible?",Marshall
1,14," Zip, Zip, Zip"," Well, looks like it's going to be just you and me.",Robin
1,14," Zip, Zip, Zip", Really?,Barney
1,14," Zip, Zip, Zip"," Actually, I was talking to my martini.",Robin
1,14," Zip, Zip, Zip", Ready to go?,Marshall
1,14," Zip, Zip, Zip"," Hell, yeah. Nothing better than a weekend at a good bed and breakfast.",Lily
1,14," Zip, Zip, Zip", Complimenting the odors and their collection of needle-point geese.,Lily
1,14," Zip, Zip, Zip", Awkward conversations with middle-aged couples trying to stave off divorce.,Marshall
1,14," Zip, Zip, Zip"," Yeah, well, we'd better get going, it's like a four-hour drive.",Lily
1,14," Zip, Zip, Zip", And it's supposed to rain tonight.,Marshall
1,14," Zip, Zip, Zip", Or we could just stay home.,Lily
1,14," Zip, Zip, Zip", Maybe watch some TV.,Marshall
1,14," Zip, Zip, Zip", Order in some Chinese.,Lily
1,14," Zip, Zip, Zip"," Oh, Sichuan Garden! Are we really bailing?",Marshall
1,14," Zip, Zip, Zip"," Hell, yeah.",Lily
1,14," Zip, Zip, Zip"," Good, cause this thing's empty.",Marshall
1,14," Zip, Zip, Zip"," Hundred dollars says when you turn around, I say ""wow.""",Barney
1,14," Zip, Zip, Zip"," Barney, this is the third time you've hit on me by accident.",Robin
1,14," Zip, Zip, Zip", It's one of the many risks of the blind approach. It's usually a two-man operation where Ted signals that the target is hot. But Ted's too busy being in a lesbian relationship.,Barney
1,14," Zip, Zip, Zip", Why don't you just check out the girl's reflection in the bar mirror?,Robin
1,14," Zip, Zip, Zip", You can't just... Wow!,Barney
1,14," Zip, Zip, Zip", Hey? What's taking so long? I have to go.,Robin
1,14," Zip, Zip, Zip"," Well, as tempting as that sounds, I'm hanging out with my friend who just got dumped. She really needs some support... or a stranger's tongue down her throat. That seems healthy. All right. Guess I'm in.",Robin
1,14," Zip, Zip, Zip", So... one more week and it'll be a month.,Victoria
1,14," Zip, Zip, Zip"," Really? Are you sure? Wow, that snuck up on me.",Ted
1,14," Zip, Zip, Zip"," Oh, come on.",Victoria
1,14," Zip, Zip, Zip", The 18th can't get here fast enough.,Ted
1,14," Zip, Zip, Zip"," Wait, the 18th? Oh, crap! I can't believe I forgot this... I'm going to be out of town on the 18th!",Victoria
1,14," Zip, Zip, Zip"," Oh. Well, um, we can just... wait until you get back. I mean, the whole point was not to rush into this.",Ted
1,14," Zip, Zip, Zip", Yeah. Or we could do it tonight.,Victoria
1,14," Zip, Zip, Zip", 75th and Amsterdam.,Ted
1,14," Zip, Zip, Zip", I'm so glad we decided to just stay home.,Lily
1,14," Zip, Zip, Zip"," Oh, I know. Can you imagine if we'd gone? We'd be just getting there now, all tired and cranky.",Marshall
1,14," Zip, Zip, Zip", And yet we'd feel obligated to have s*x.,Lily
1,14," Zip, Zip, Zip"," Yeah, for 89 bucks a night, we're doing it. I would like to propose a toast. To the most awesomely mellow anniversary ever.",Marshall
1,14," Zip, Zip, Zip", I'm so glad you have to go to your parents' next weekend.,Ted
1,14," Zip, Zip, Zip", I'm so glad your roommates are out of town.,Victoria
1,14," Zip, Zip, Zip"," Oh, my God, what are they doing home?",Lily
1,14," Zip, Zip, Zip"," They think we went away. Oh, it is on for my boy, Ted.",Marshall
1,14," Zip, Zip, Zip"," But we didn't go away, we're in the bathroom.",Lily
1,14," Zip, Zip, Zip", They don't know that. All we have to do is hide out in here until Ted moves his mojo into the bedroom.,Marshall
1,14," Zip, Zip, Zip", But I don't want to hide out in here.,Lily
1,14," Zip, Zip, Zip"," Honey, Ted has been going out of his mind waiting for this. If we go out there and spoil the mood, it's not going to happen. Then one of us is going to have to have s*x with Ted, and... not going to be me.",Marshall
1,14," Zip, Zip, Zip"," Okay, fine. I guess I'll actually floss.",Lily
1,14," Zip, Zip, Zip", You suited up!,Barney
1,14," Zip, Zip, Zip"," Well, I figured if I'm going to do this, I'm going to do this right.",Robin
1,14," Zip, Zip, Zip", Emilio? The woman will have...,Barney
1,14," Zip, Zip, Zip"," I'll have a Johnny Walker Blue, neat, and a Montecristo No. 2 Thanks.",Robin
1,14," Zip, Zip, Zip"," Ah, the No. 2, a.k.a. ""The Torpedo."" Or, as the rollers call it, ""Piramide.""",Barney
1,14," Zip, Zip, Zip"," My father was a cigar fanatic, it was the only way to get his attention.",Robin
1,14," Zip, Zip, Zip", Father issues. Hot.,Barney
1,14," Zip, Zip, Zip", I know... I was this close to being a huge slut.,Robin
1,14," Zip, Zip, Zip"," Slut would have been better, but I'll settle for bro. Especially now that Ted's with Victoria and can't drink. Because he's pregnant. Cause he's the girl.",Barney
1,14," Zip, Zip, Zip"," Oh, come on, Ted can't be pregnant. You need to have s*x to get pregnant.",Robin
1,14," Zip, Zip, Zip", What up! Freeze frame high five!,Barney
1,14," Zip, Zip, Zip", I think this may be a perfect moment. I wish we could hold onto it forever.,Victoria
1,14," Zip, Zip, Zip"," No. Because the beauty of a moment is that it's fleeting. By its very nature, it... slips through our fingers... making it that much more precious.",Ted
1,14," Zip, Zip, Zip"," Ugh, that is bad. That is, like, high-school-literary-magazine bad.",Lily
1,14," Zip, Zip, Zip", And they're not even high.,Marshall
1,14," Zip, Zip, Zip", It's actually working.,Lily
1,14," Zip, Zip, Zip"," Yeah, smooth but slowly. God, close the deal, already. It's been, like, 45 minutes... we could have had s*x three times by now.",Marshall
1,14," Zip, Zip, Zip"," Yeah, try five.",Lily
1,14," Zip, Zip, Zip", What up! Maybe we should just go out there.,Marshall
1,14," Zip, Zip, Zip", No way! We can't go out there now. They'll know that we've been sitting in the bathroom the whole time. It'll be too weird.,Lily
1,14," Zip, Zip, Zip", Fine. But if we're stuck in here... I'm turning up the volume. Shh. Shh.,Marshall
1,14," Zip, Zip, Zip"," I want to know you. Like, know your soul. Ted, what makes you cry?",Victoria
1,14," Zip, Zip, Zip"," Honey, could you hold my hair back, I think I'm going to hurl.",Lily
1,14," Zip, Zip, Zip", So. What do you and Ted usually do after the cigar bar?,Robin
1,14," Zip, Zip, Zip", Are you kidding? Ted's never been here. You've already flown higher and faster than he ever did. Still...,Barney
1,14," Zip, Zip, Zip", What?,Robin
1,14," Zip, Zip, Zip", There is one other thing we could do. If you're up for it.,Barney
1,14," Zip, Zip, Zip"," Oh, I had no idea laser tag still existed!",Robin
1,14," Zip, Zip, Zip"," Yeah, well, enjoy it before it becomes cool again. I give it two months.",Barney
1,14," Zip, Zip, Zip"," Oh, I believe it... this is awesome!",Robin
1,14," Zip, Zip, Zip"," Okay, follow my lead, stay low, and never underestimate a 12-year-old with a... Scherbotsky, you have to focus! You just saved my life, didn't you?",Barney
1,14," Zip, Zip, Zip", Thank me later. Let's keep moving. These little bastards are everywhere.,Robin
1,14," Zip, Zip, Zip", He's just staring into her eyes.,Marshall
1,14," Zip, Zip, Zip"," I don't know, we used to be even more nauseatingly into each other than Ted and Victoria. Now look at us.",Lily
1,14," Zip, Zip, Zip", Yeah... now we just make fun of people like that. It's the circle of life.,Marshall
1,14," Zip, Zip, Zip"," No, I'm serious, Marshall. I mean, we couldn't even get it up to go on our big trip. And now we're celebrating our anniversary stuck in a bathroom.",Lily
1,14," Zip, Zip, Zip"," Well, it's not fair to compare us to Ted and Victoria. This is their first time.",Marshall
1,14," Zip, Zip, Zip"," Yeah, but we could still have some more romance. Now, you just say, ""Want to do it?"" And I say, ""Yeah.""",Lily
1,14," Zip, Zip, Zip", Want to...,Marshall
1,14," Zip, Zip, Zip", No! Maybe we're just out of firsts.,Lily
1,14," Zip, Zip, Zip", Looks like they're about to have theirs.,Marshall
1,14," Zip, Zip, Zip", Should we take this to the bedroom?,Ted
1,14," Zip, Zip, Zip", Yes!,Marshall
1,14," Zip, Zip, Zip", Yes!,Lily
1,14," Zip, Zip, Zip", Yes.,Victoria
1,14," Zip, Zip, Zip", Yes!,Marshall
1,14," Zip, Zip, Zip", Yes!,Lily
1,14," Zip, Zip, Zip"," No. No, don't answer it!",Marshall
1,14," Zip, Zip, Zip", You can answer it. We have all night.,Victoria
1,14," Zip, Zip, Zip", You're answering it? He's answering it!,Marshall
1,14," Zip, Zip, Zip", No! Do her! Do her now!,Lily
1,14," Zip, Zip, Zip", Sure. Good luck with that.  Sorry about that.,Ted
1,14," Zip, Zip, Zip", How about a little more wine?,Victoria
1,14," Zip, Zip, Zip", I'll get another bottle.,Ted
1,14," Zip, Zip, Zip", I need a drink. Do we have any cough syrup in here?,Lily
1,14," Zip, Zip, Zip", Shh...,Marshall
1,14," Zip, Zip, Zip"," Oh, God. These brats have us completely surrounded. I counted nine, maybe ten. I'll lay down some cover fire, you make a run for it.",Robin
1,14," Zip, Zip, Zip", No. Leave no man behind. Either we all get out of here or no one does.,Barney
1,14," Zip, Zip, Zip", But I...,Robin
1,14," Zip, Zip, Zip"," Don't be a hero, Scherbotsky.",Barney
1,14," Zip, Zip, Zip", See you on the other side.,Robin
1,14," Zip, Zip, Zip", Damn. Want to go get a soft pretzel?,Barney
1,14," Zip, Zip, Zip", Yeah.,Robin
1,14," Zip, Zip, Zip", All right.,Barney
1,14," Zip, Zip, Zip"," Marshall, what happened to us? We used to just stare into each other's eyes all night long. Have we lost that?",Lily
1,14," Zip, Zip, Zip"," Maybe. But I think I just found it. Right here. Baby, I'm giving you sexy smoldering with just a hint of crazy eyes.",Marshall
1,14," Zip, Zip, Zip"," Okay, well, get ready for my sex-ray vision. Did you remember to pick up the dry cleaning? Oh, damn it.",Lily
1,14," Zip, Zip, Zip", It's all right. We can do this.,Marshall
1,14," Zip, Zip, Zip", Let's just hold hands. This is nice.,Lily
1,14," Zip, Zip, Zip", You love that move. It's a classic Marshall.,Marshall
1,14," Zip, Zip, Zip"," All right, we totally suck at this. We really, really need to get out of here.",Lily
1,14," Zip, Zip, Zip"," Well, we can't.",Marshall
1,14," Zip, Zip, Zip"," Baby, there's something I have to do, and if I do it in front of you, it'll change the entire nature of our relationship.",Lily
1,14," Zip, Zip, Zip", What is it?,Marshall
1,14," Zip, Zip, Zip", I have to pee.,Lily
1,14," Zip, Zip, Zip", This is bad.,Marshall
1,14," Zip, Zip, Zip", Yeah.,Lily
1,14," Zip, Zip, Zip", We've gone nine years without peeing in front of each other. You always think there'll be more time.,Marshall
1,14," Zip, Zip, Zip"," Look at us. We're basically an old married couple, and we're not even married yet. The flame of our romance is flickering, and if I pee all over it, it might go out forever.",Lily
1,14," Zip, Zip, Zip", How much longer do you think you can hold it?,Marshall
1,14," Zip, Zip, Zip", I drank a Big Gulp of Mountain Dew during that Quantum Leap marathon.,Lily
1,14," Zip, Zip, Zip"," Oh, boy.",Marshall
1,14," Zip, Zip, Zip", Playing laser tag really takes me back. You know what game I really miss? Battleship. I've never lost a game.,Robin
1,14," Zip, Zip, Zip", Neither have I. Of course I cheat.,Barney
1,14," Zip, Zip, Zip"," Oh, yeah, me, too. The trick is to bend the aircraft carrier so it makes an L.",Robin
1,14," Zip, Zip, Zip", Ah. I always just stacked the ships on top of each other.,Barney
1,14," Zip, Zip, Zip"," Nice. You know, we should have a cheaters grudge match. I think I still have a... Hello. Target acquired. Hottie by the jukebox.",Robin
1,14," Zip, Zip, Zip"," Ooh, good eye, Scherbotsky. I got someone for you. Two o'clock, blue shirt.",Barney
1,14," Zip, Zip, Zip", That's a woman.,Robin
1,14," Zip, Zip, Zip"," Oh, my mistake. Or is it?",Barney
1,14," Zip, Zip, Zip", Let's just focus on your target.,Robin
1,14," Zip, Zip, Zip", Right.,Barney
1,14," Zip, Zip, Zip"," Yeah, I got this one. Oh, my God. I love your jeans.",Robin
1,14," Zip, Zip, Zip", Okay. Is this a lesbian bar? Because that girl with the blue shirt just...,Woman
1,14," Zip, Zip, Zip"," Oh, no. I am all about the dudes. Although pickings are pretty slim tonight. Only hot guy here is blondie in the suit, and he's playing hard to get.",Robin
1,14," Zip, Zip, Zip", Really? 'Cause he's totally vibing me right now. Must be the jeans.,Woman
1,14," Zip, Zip, Zip"," Well, jeans will only get you so far. I'm going home with him.",Robin
1,14," Zip, Zip, Zip", We'll see about that.,Woman
1,14," Zip, Zip, Zip"," Oh, my God, I hate Ted. I hate him so much.",Lily
1,14," Zip, Zip, Zip"," Baby, why don't you just go? Tons of other couples have peed in front of each other.",Marshall
1,14," Zip, Zip, Zip"," No, but we haven't, because I want to keep some of the mystery alive.",Lily
1,14," Zip, Zip, Zip"," Well, you have farted in front of me.",Marshall
1,14," Zip, Zip, Zip"," Yes, but I always cover it with a cough.",Lily
1,14," Zip, Zip, Zip", You always do.,Marshall
1,14," Zip, Zip, Zip", Hey.,Barney
1,14," Zip, Zip, Zip", Hey.,Robin
1,14," Zip, Zip, Zip", Let's get out of here. Let's go somewhere else.,Barney
1,14," Zip, Zip, Zip", What happened?,Robin
1,14," Zip, Zip, Zip"," Eh, you sometimes like to do a little catch and release.",Barney
1,14," Zip, Zip, Zip", But why?,Robin
1,14," Zip, Zip, Zip", Leave no man behind. Either we all score or no one scores.,Barney
1,14," Zip, Zip, Zip"," Right on. Hey, you want to go play Battleship?",Robin
1,14," Zip, Zip, Zip", Hit!,Barney
1,14," Zip, Zip, Zip"," Ted, I can't wait any longer.",Victoria
1,14," Zip, Zip, Zip", Should we move to the bedroom?,Ted
1,14," Zip, Zip, Zip", There's no time for that.,Victoria
1,14," Zip, Zip, Zip"," They can suck on each other's fingers for an hour, but there's no time to take two steps to the bedroom?",Marshall
1,14," Zip, Zip, Zip"," Baby, I can't hold it in any longer. It's time.",Lily
1,14," Zip, Zip, Zip", I know.,Marshall
1,14," Zip, Zip, Zip"," I love you, Marshall.",Lily
1,14," Zip, Zip, Zip"," I love you, Lily.",Marshall
1,14," Zip, Zip, Zip"," Well, you make a good bro. You're a better Ted than Ted. Hey, in fact, you have just earned yourself an invite to Marshall's bachelor party. And you don't even have to come out of the cake.",Barney
1,14," Zip, Zip, Zip"," Thanks. And, um, thanks for sticking around tonight. I hope you're ready for some hard-core Battleship. Come on, boys.",Robin
1,14," Zip, Zip, Zip", Hard-core? That's the only way I play. ,Barney
1,14," Zip, Zip, Zip", I found it. Are you ready to... What the hell are you doing?,Robin
1,14," Zip, Zip, Zip"," I'm birthday suiting up.vI'm sorry, did you want to undress me?",Barney
1,14," Zip, Zip, Zip", No! I thought we were just hanging out as friends.,Robin
1,14," Zip, Zip, Zip"," Oh, come on, you have been throwing yourself at me all night.",Barney
1,14," Zip, Zip, Zip", What?! I did the opposite! I threw some other girl at you.,Robin
1,14," Zip, Zip, Zip"," You invited me up to your apartment to ""play Battleship."" Is that not an internationally recognized term for s*x?",Barney
1,14," Zip, Zip, Zip", No.,Robin
1,14," Zip, Zip, Zip", Great. I hope you're happy. You sunk my battleship.,Barney
1,14," Zip, Zip, Zip", I'm okay. You okay?,Lily
1,14," Zip, Zip, Zip"," I feel the same. And yet, strangely different.",Marshall
1,14," Zip, Zip, Zip"," I'm happy for my bladder, yet sad for us.",Lily
1,14," Zip, Zip, Zip"," You had to do it, sweetie... for Ted. And, hey, look, at least now we can stay in here as long as it takes.",Marshall
1,14," Zip, Zip, Zip"," Yeah. I guess our relationship had to take a hit so a new one out there could blossom. Oh, crap!",Lily
1,14," Zip, Zip, Zip", They must have heard that.,Marshall
1,14," Zip, Zip, Zip"," Well, I guess we can come out now. I don't believe it. They're gone.",Lily
1,14," Zip, Zip, Zip", Good. 'Cause I got to take a whiz.,Marshall
1,14," Zip, Zip, Zip"," Okay, you and me, that's insane. If you even thought about it for one second...",Robin
1,14," Zip, Zip, Zip"," But I have thought about it for three seconds, and it makes a lot of sense. We both think the marriage commitment thing's a drag. We both want something casual and fun. And we clearly get along really well.",Barney
1,14," Zip, Zip, Zip"," Wow, that actually did make a lot of sense. But what about Ted?",Robin
1,14," Zip, Zip, Zip", I checked with Ted.,Barney
1,14," Zip, Zip, Zip"," Ted, so now that things with you and Victoria are going pretty well, I assume you're over all the girls you were into before, right? I take your silence as a yes, so say I were to hook up with someone, say Robin, you'd be cool with that, right?",Barney
1,14," Zip, Zip, Zip", Sure. Good luck with that.,Ted
1,14," Zip, Zip, Zip", Totally gave us his blessing.,Barney
1,14," Zip, Zip, Zip", Really?,Robin
1,14," Zip, Zip, Zip", Really.,Barney
1,14," Zip, Zip, Zip", So Ted didn't care that you wanted to make a move on me?,Robin
1,14," Zip, Zip, Zip", Didn't care at all. Oh. Oh...,Barney
1,14," Zip, Zip, Zip", What?,Robin
1,14," Zip, Zip, Zip", You like Ted.,Barney
1,14," Zip, Zip, Zip", I didn't say I liked Ted.,Robin
1,14," Zip, Zip, Zip", You like Ted. Wow. This is huge.,Barney
1,14," Zip, Zip, Zip"," Barney, I don't like Ted. He's moved on, and I'm really happy for...",Robin
1,14," Zip, Zip, Zip"," Yeah, yeah. Look, are we gonna play Battleship or what?",Barney
1,14," Zip, Zip, Zip"," You're not gonna tell him, are you?",Robin
1,14," Zip, Zip, Zip", No. That's the bro code. A bro doesn't tell a mutual bro that a third bro has a crush on him. Just like the third bro doesn't tell the mutual bro that the original bro went bare pickle in front of her. It's quid pro bro.,Barney
1,14," Zip, Zip, Zip", A-7.,Robin
1,14," Zip, Zip, Zip", Miss.,Barney
1,14," Zip, Zip, Zip", Of course.,Robin
1,14," Zip, Zip, Zip"," Well, we still have one frontier left. Still got the deuce.",Marshall
1,14," Zip, Zip, Zip", Not making me feel better.,Lily
1,14," Zip, Zip, Zip"," Well, it certainly was a first.",Marshall
1,14," Zip, Zip, Zip"," It was, wasn't it? We still have firsts.",Lily
1,14," Zip, Zip, Zip"," Of course we do. And you know what, I actually feel closer to you now. I want to know you. Like, know your soul.",Marshall
1,14," Zip, Zip, Zip"," Marshall, what makes you cry?",Lily
1,14," Zip, Zip, Zip", This moment is fleeting because it's being chased by another moment.,Marshall
1,14," Zip, Zip, Zip"," Oh, just grab my boob already.",Lily
1,15, Game Night," You don't have to shout out ""poker"" when you win.",Ted
1,15, Game Night, I know. It's just fun to say.,Marshall
1,15, Game Night," We all finally agreed Marshall should be running our game nights instead of playing in them. Which he took to mean, ""invent your own game.""",Future Ted(Narrator)
1,15, Game Night," It's called ""Marsh-gammon."" It combines all the best features of all the best games... Candy Land, I Never, Pictionary.",Marshall
1,15, Game Night," Backgammon, obviously.",Robin
1,15, Game Night," No. Backgammon sucks. I took the only good part of backgammon, the ""gammon,"" and I left the rest of it in the trash where it belongs.",Marshall
1,15, Game Night, I'm so excited Victoria's coming.,Lily
1,15, Game Night, I'm going to go get another round.,Robin
1,15, Game Night," Okay, I want to lay down some ground rules for tonight. Barney, I actually like Victoria... a lot, so don't say anything embarrass... Don't say anything. And guys, I haven't exactly told Victoria that I used to have a kind of thing for Robin, so we you could just avoid the...",Ted
1,15, Game Night," Well, well, well. How rich. You make me promise to be on my best behavior around your girlfriend, yet, you have been lying to her since day one. Excuse me.Hi. Leg Warehouse? Yeah, my friend Ted needs something to stand on. So, nothing for him to stand on? Okay, and thanks so much. Ted, doesn't Victoria deserve to know that you once had the hots for Robin? I have half a mind to tell the story of the re-return.",Barney
1,15, Game Night, No. I-I swore you to secrecy on that.,Ted
1,15, Game Night," Ooh, I am smelling dirt. What is the story of the re-return?",Lily
1,15, Game Night," Nothing. It's nothing. And speaking of digging up dirt, can I count on you two to behave around Victoria?",Ted
1,15, Game Night, Us? What would we do?,Lily
1,15, Game Night," Look, um, you guys have always been like the parents that I still have and, in fact, moved here to get away from. However, could we skip the traditional interrogation of the new girlfriend tonight?",Ted
1,15, Game Night, Fine.,Marshall
1,15, Game Night, Fine.,Lily
1,15, Game Night, Thank you.,Ted
1,15, Game Night, I should go help Robin.,Lily
1,15, Game Night, Hey.,Robin
1,15, Game Night," Hey. So, are you going to be okay hanging out with Victoria tonight?",Lily
1,15, Game Night," Oh, sure. She's great. Oh, what? Because of the whole thing where I said I liked Ted? No. Victoria's great. She's fun, she's free-spirited, she's great. I said, ""She's great"" too many times, didn't I?",Robin
1,15, Game Night, You must really hate the bitch.,Lily
1,15, Game Night," But if you roll an even number while adjacent to the Peppermint Forest, then you ""Marshall out,"" and all your chips go into the pot, and remember, if you ever ask the question ""What?"", then... you got to drink. Got it?",Marshall
1,15, Game Night, No,All
1,15, Game Night," Okay, okay, no, no, we'll just start, you guys'll pick it up. Newbie goes first. Roll.",Marshall
1,15, Game Night, Okay.,Victoria
1,15, Game Night," Three! You got Autobiography. Now, that's where you have to answer a personal question about your dating life truthfully in order to move on.",Marshall
1,15, Game Night," Marshall, come on.",Ted
1,15, Game Night," Hey, she's the one who rolled a three. Victoria, ""Have you ever cheated while in a relationship?"" Wow, good question.",Marshall
1,15, Game Night, You don't have to answer that.,Ted
1,15, Game Night," It's okay. Um, well, I was in a really crappy relationship in college, and I wound up kissing this guy at a party one night, and I felt terrible about it, so, I came clean, and we broke up.",Victoria
1,15, Game Night," Victoria, that was an honest and mature answer. You may advance to The Gumdrop Mountains.",Marshall
1,15, Game Night," So Victoria, did you ever re-return to this guy?",Barney
1,15, Game Night, What?,Victoria
1,15, Game Night," You said what, you got to drink!",Marshall
1,15, Game Night," Oh, Barney, by the way, I went to a party in that new building on 82nd, and the host said she knew you. What is her name? Sharon? Shannon?",Lily
1,15, Game Night," Shannon?! Shannon, Shannon... No, don't remember any Shannon.",Barney
1,15, Game Night," Really? Well, 'cause she gave me a videotape to give...",Lily
1,15, Game Night, Where's the tape?,Barney
1,15, Game Night, Fine. I'll go get it.,Lily
1,15, Game Night," Cool, okay. You know, whenever.",Barney
1,15, Game Night," Okay, Robin, your roll. Five! Another Autobiography... for the player to your left, which... Victoria!",Marshall
1,15, Game Night, Of course.,Ted
1,15, Game Night," Victoria, ""How many boyfriends did you have before you started dating Ted?""",Marshall
1,15, Game Night," Wait, the card actually says ""Ted?""",Ted
1,15, Game Night," Okay, uh, well, boyfriends--I guess I've only had... two.",Victoria
1,15, Game Night, Prude alert.,Robin
1,15, Game Night, Well... that's serious boyfriends. I've dated other guys in between.,Victoria
1,15, Game Night," Oh, slut alert!",Robin
1,15, Game Night," Oh, great, there it is. Thanks, Lily. You're a peach. Oh, wow, look at that. Robin landed on the Chocolate Swamp. That's five chips for me.",Barney
1,15, Game Night, Thank you! Finally somebody understands Marsh-gammon.,Marshall
1,15, Game Night," Barney, what was on that tape?",Lily
1,15, Game Night, Too bad you'll never find out.,Barney
1,15, Game Night," Oh, damn it! If only I'd given you a fake tape and hidden the real tape in my purse. Oh, wait. That's exactly what I did.",Lily
1,15, Game Night, What?!,Barney
1,15, Game Night, Drink!,Marshall
1,15, Game Night," Yeah, you were acting so weird about it, I gave you Ted's graduation tape instead. So, should we pop it in?",Lily
1,15, Game Night," Give it to me, give it, give me...",Barney
1,15, Game Night," Play the tape, play it, play it!",Ted
1,15, Game Night," Ted! Fine, fine. You cannot play it. Shannon! I love you! I love you so much. What about us changing the world together? Don't tell me you've forgotten. I know I haven't. Will I ever see another rainbow? Will an eagle ever soar through this tempest of woe? Baby, please Don't go There's a thief in the palace, she's stolen all my love There's a thief in the palace and she's...",Barney
1,15, Game Night, Did you try his cell phone?,Marshall
1,15, Game Night," Yeah, I left two messages. I checked the cigar club, the Lusty Leopard. He's off the grid.",Ted
1,15, Game Night," Hey, guys, what up?",Barney
1,15, Game Night," Barney, where have you been?",Robin
1,15, Game Night," Yeah, we're-we're really sorry about that.",Ted
1,15, Game Night," Yeah, so sorry. But seriously, what was up with the tape? No, no, stay.",Lily
1,15, Game Night, Come on. Stay!,All
1,15, Game Night," I'm sorry. I don't want to talk about it. It was the most embarrassing, and humiliating thing that ever happened to me.",Barney
1,15, Game Night," Well, we all have embarrassing stories. Sometimes it's good to-to talk about it.",Marshall
1,15, Game Night," Oh, really? Then why don't you tell us your most humiliating moment, Marshall? Show me how good it is.",Barney
1,15, Game Night, All right.,Marshall
1,15, Game Night," I was stopping by Lily's kindergarten class to say hi, but they were all at recess. I really had to pee, so I went into the class's restroom. It was a-a smaller target than I'm used to, so I figured I should sit down. What I didn't realize was, it was a shared bathroom. I wish I'd pulled up my pants.",Marshall
1,15, Game Night, The kids still call him Funny Butt.,Lily
1,15, Game Night," Okay. I'll tell you my story. Believe it or not, I was not always as awesome as I am today.",Barney
1,15, Game Night," It was 1998. I was just out of college, and I was working at a coffeehouse with my girlfriend. My girlfriend... *Shannon. Yeah, you were meant for me And I was meant for you. Ooh, ooh, ooh-ooh-ooh.* Thank you. All right.",Barney
1,15, Game Night," And I love you, Shannon.",Barney
1,15, Game Night, I know. Only five short weeks till we're down in Nicaragua.,Barney
1,15, Game Night," Hey, nonfat latte to go.",Man
1,15, Game Night," Mellow order, bro, mellow order.",Barney
1,15, Game Night," Dude, that your g-friend? All right, high five!",Man
1,15, Game Night," Sorry, I only give high twos.",Barney
1,15, Game Night, Whatevs. As long as you're nailing that.,Man
1,15, Game Night," Listen to you. That? You know, women aren't objects. They're human beings. And FYI, Shannon and I have decided to wait till we're married. You can read about it in my zine.",Barney
1,15, Game Night," Hey, haircut, right here. Open up your knowledge basket, 'cause here it comes. Forget that touchy-feely crap. You get money, you get laid. End of discussion.",Man
1,15, Game Night," I feel sorry for you, man.",Barney
1,15, Game Night," Peace out, hombre.",Man
1,15, Game Night," Suits. Five weeks later, we were all set to leave for the Peace Corps. Only problem was... she never showed up.",Barney
1,15, Game Night, She never showed?,Robin
1,15, Game Night," So, what happened next?",Ted
1,15, Game Night, You know what? This was a mistake.,Barney
1,15, Game Night, Wait... What if somebody else told their most humiliating story?,Lily
1,15, Game Night," Oh, I know just how to decide who.",Marshall
1,15, Game Night, You brought the game to the bar?,Lily
1,15, Game Night," Well, we're not quitting just 'cause Ted's so far ahead.",Marshall
1,15, Game Night, I was winning?,Ted
1,15, Game Night, Fine. I'll go next.,Robin
1,15, Game Night, I was doing a report on live TV about a hansom cab driver.,Robin
1,15, Game Night, Not the slipping-in-horse-poop story!,Barney
1,15, Game Night," Yeah, we all know that one.",Ted
1,15, Game Night," Okay, how about this? I will tell you my most humiliating story.",Victoria
1,15, Game Night," Yeah, Victoria, way to step up!",Marshall
